ticker,type,issue_date,payment_date,capital,interest_rate,interest_amount,residual_value,cash_flow
ERF25,SUB_SOBERANO,2017-02-08,2025-08-08,0.09,0.0825,2.59875,54,11.59875
ERF25,SUB_SOBERANO,2017-02-08,2026-02-09,0.09,0.0825,2.2275,45,11.2275
ERF25,SUB_SOBERANO,2017-02-08,2026-08-10,0.09,0.0825,1.85625,36,10.85625
ERF25,SUB_SOBERANO,2017-02-08,2027-02-08,0.09,0.0825,1.485,27,10.485
ERF25,SUB_SOBERANO,2017-02-08,2027-08-09,0.09,0.0825,1.11375,18,10.11375
ERF25,SUB_SOBERANO,2017-02-08,2028-02-08,0.09,0.0825,0.7425,9,9.7425
ERF25,SUB_SOBERANO,2017-02-08,2028-08-08,0.09,0.0825,0.37125,,9.37125
JUS22,SUB_SOBERANO,2018-06-20,2018-09-20,,0.08625,4.3125,100,4.3125
JUS22,SUB_SOBERANO,2018-06-20,2019-03-20,,0.08625,4.3125,100,4.3125
JUS22,SUB_SOBERANO,2018-06-20,2019-09-20,,0.08625,4.3125,100,4.3125
JUS22,SUB_SOBERANO,2018-06-20,2020-03-20,,0.08625,4.3125,100,4.3125
JUS22,SUB_SOBERANO,2018-06-20,2020-09-21,,0.08625,4.3125,100,4.3125
JUS22,SUB_SOBERANO,2018-06-20,2021-03-22,,,,100,
JUS22,SUB_SOBERANO,2018-06-20,2021-09-20,,0.0525,2.625,100,2.625
JUS22,SUB_SOBERANO,2018-06-20,2022-03-21,,0.0575,2.875,100,2.875
JUS22,SUB_SOBERANO,2018-06-20,2022-09-20,,0.08375,4.1875,100,4.1875
JUS22,SUB_SOBERANO,2018-06-20,2023-03-20,11.111111,0.08375,4.1875,88.888889,15.298611
JUS22,SUB_SOBERANO,2018-06-20,2023-09-20,11.111111,0.08375,3.722222226875,77.777778,14.833333
JUS22,SUB_SOBERANO,2018-06-20,2024-03-20,11.111111,0.08375,3.25694445375,66.666667,14.368055
JUS22,SUB_SOBERANO,2018-06-20,2024-09-20,11.111111,0.08375,2.7916666806250006,55.555555999999996,13.902778
JUS22,SUB_SOBERANO,2018-06-20,2025-03-20,11.111111,0.08375,2.3263889074999997,44.444445,13.4375
JUS22,SUB_SOBERANO,2018-06-20,2025-09-22,11.111111,0.08375,1.861111134375,33.333334,12.972222
JUS22,SUB_SOBERANO,2018-06-20,2026-03-20,11.111111,0.08375,1.39583336125,22.222223,12.506944
JUS22,SUB_SOBERANO,2018-06-20,2026-09-21,11.111111,0.08375,0.930555588125,11.111111999999999,12.041667
JUS22,SUB_SOBERANO,2018-06-20,2027-03-22,11.111111999999999,0.08375,0.465277815,,11.57639
NDT25,SUB_SOBERANO,2017-04-27,2017-10-27,,0.075,0.0375,100,3.75
NDT25,SUB_SOBERANO,2017-04-27,2018-04-27,,0.075,0.0375,100,3.75
NDT25,SUB_SOBERANO,2017-04-27,2018-10-29,,0.075,0.0375,100,3.75
NDT25,SUB_SOBERANO,2017-04-27,2019-04-29,,0.075,0.0375,100,3.75
NDT25,SUB_SOBERANO,2017-04-27,2019-10-28,,0.075,0.0375,100,3.75
NDT25,SUB_SOBERANO,2017-04-27,2020-04-27,,0.075,0.0375,100,3.75
NDT25,SUB_SOBERANO,2017-04-27,2020-11-27,,0.025,0.014583,100,1.458333
NDT25,SUB_SOBERANO,2017-04-27,2021-04-27,,0.025,0.010417,100,1.041667
NDT25,SUB_SOBERANO,2017-04-27,2021-10-27,,0.025,0.0125,100,1.25
NDT25,SUB_SOBERANO,2017-04-27,2022-04-27,,0.04625,0.023125,100,2.3125
NDT25,SUB_SOBERANO,2017-04-27,2022-10-27,,0.04625,0.023125,100,2.3125
NDT25,SUB_SOBERANO,2017-04-27,2023-04-27,,0.06625,0.033125,100,3.3125
NDT25,SUB_SOBERANO,2017-04-27,2023-10-27,,0.06625,0.033125,100,3.3125
NDT25,SUB_SOBERANO,2017-04-27,2024-04-29,7.692308,0.0675,0.03375,92.307692,11.067308
NDT25,SUB_SOBERANO,2017-04-27,2024-10-28,7.692308,0.0675,0.031154,84.615384,10.807692
NDT25,SUB_SOBERANO,2017-04-27,2025-04-28,7.692308,0.06875,0.029087,76.923076,10.600962
NDT25,SUB_SOBERANO,2017-04-27,2025-10-27,7.692308,0.06875,0.026442,69.230768,10.336538
NDT25,SUB_SOBERANO,2017-04-27,2026-04-27,7.692308,0.06875,0.023798,61.53846,10.072115
NDT25,SUB_SOBERANO,2017-04-27,2026-10-27,7.692308,0.06875,0.021154,53.846152,9.807692
NDT25,SUB_SOBERANO,2017-04-27,2027-04-27,7.692308,0.06875,0.01851,46.153844,9.543269
NDT25,SUB_SOBERANO,2017-04-27,2027-10-27,7.692308,0.06875,0.015865,38.461536,9.278846
NDT25,SUB_SOBERANO,2017-04-27,2028-04-27,7.692308,0.06875,0.013221,30.769228,9.014423
NDT25,SUB_SOBERANO,2017-04-27,2028-10-27,7.692308,0.06875,0.010577,23.07692,8.75
NDT25,SUB_SOBERANO,2017-04-27,2029-04-27,7.692308,0.06875,0.007933,15.384612,8.485577
NDT25,SUB_SOBERANO,2017-04-27,2029-10-29,7.692308,0.06875,0.005288,7.692304,8.221154
NDT25,SUB_SOBERANO,2017-04-27,2030-04-29,7.692304,0.06875,0.002644,,7.956727
PMM29,SUB_SOBERANO,2020-05-19,2021-09-20,,0.0275,0.036667,100,3.666667
PMM29,SUB_SOBERANO,2020-05-19,2022-03-21,,0.0425,0.02125,100,2.125
PMM29,SUB_SOBERANO,2020-05-19,2022-09-19,,0.0425,0.02125,100,2.125
PMM29,SUB_SOBERANO,2020-05-19,2023-03-20,7.692308,0.0425,0.02125,92.307692,9.817308
PMM29,SUB_SOBERANO,2020-05-19,2023-09-19,7.692308,0.0575,0.026538,84.615384,10.346154
PMM29,SUB_SOBERANO,2020-05-19,2024-03-19,7.692308,0.0575,0.024327,76.923076,10.125
PMM29,SUB_SOBERANO,2020-05-19,2024-09-19,7.692308,0.0575,0.022115,69.230768,9.903846
PMM29,SUB_SOBERANO,2020-05-19,2025-03-19,7.692308,0.0575,0.019904,61.53846,9.682692
PMM29,SUB_SOBERANO,2020-05-19,2025-09-19,7.692308,0.0575,0.017692,53.846152,9.461538
PMM29,SUB_SOBERANO,2020-05-19,2026-03-19,7.692308,0.0575,0.015481,46.153844,9.240385
PMM29,SUB_SOBERANO,2020-05-19,2026-09-21,7.692308,0.0575,0.013269,38.461536,9.019231
PMM29,SUB_SOBERANO,2020-05-19,2027-03-19,7.692308,0.0575,0.011058,30.769228,8.798077
PMM29,SUB_SOBERANO,2020-05-19,2027-09-20,7.692308,0.0575,0.008846,23.07692,8.576923
PMM29,SUB_SOBERANO,2020-05-19,2028-03-20,7.692308,0.0575,0.006635,15.384612,8.355769
PMM29,SUB_SOBERANO,2020-05-19,2028-09-19,7.692308,0.0575,0.004423,7.692304,8.134615
PMM29,SUB_SOBERANO,2020-05-19,2029-03-19,7.692304,0.0575,0.002212,,7.913457
PUL26,SUB_SOBERANO,2016-07-26,2016-10-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2017-01-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2017-04-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2017-07-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2017-10-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2018-01-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2018-04-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2018-07-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2018-10-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2019-01-28,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2019-04-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2019-07-26,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2019-10-28,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2020-01-27,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2020-04-27,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2020-07-27,,0.0775,1.9375,100,1.9375
PUL26,SUB_SOBERANO,2016-07-26,2020-10-26,4.1667,0.0775,1.9375,95.8333,6.1042
PUL26,SUB_SOBERANO,2016-07-26,2021-01-26,0.5,0.0724,1.7346,95.3333,2.2346
PUL26,SUB_SOBERANO,2016-07-26,2021-04-26,0.5,0.0724,1.7255,94.8333,2.2255
PUL26,SUB_SOBERANO,2016-07-26,2021-07-26,0.5,0.0724,1.7165,94.3333,2.2165
PUL26,SUB_SOBERANO,2016-07-26,2021-10-26,0.5,0.0724,1.7074,93.8333,2.2074
PUL26,SUB_SOBERANO,2016-07-26,2022-01-26,1.525,0.0775,1.818,92.3083,3.343
PUL26,SUB_SOBERANO,2016-07-26,2022-04-26,1.525,0.0775,1.7885,90.7833,3.3135
PUL26,SUB_SOBERANO,2016-07-26,2022-07-26,1.525,0.0775,1.7589,89.2583,3.2839
PUL26,SUB_SOBERANO,2016-07-26,2022-10-26,1.525,0.0775,1.7294,87.7333,3.2544
PUL26,SUB_SOBERANO,2016-07-26,2023-01-26,3,0.0775,1.6998,84.7333,4.6998
PUL26,SUB_SOBERANO,2016-07-26,2023-04-26,3,0.0775,1.6417,81.7333,4.6417
PUL26,SUB_SOBERANO,2016-07-26,2023-07-26,3.5591,0.0775,1.5836,78.1743,5.1427
PUL26,SUB_SOBERANO,2016-07-26,2023-10-26,3.4298,0.0775,1.5146,74.7445,4.9444
PUL26,SUB_SOBERANO,2016-07-26,2024-01-26,3.85,0.0775,1.4482,70.8945,5.2982
PUL26,SUB_SOBERANO,2016-07-26,2024-04-26,4.1589,0.0775,1.3736,66.7356,5.5325
PUL26,SUB_SOBERANO,2016-07-26,2024-07-26,3.85,0.0775,1.293,62.8856,5.143
PUL26,SUB_SOBERANO,2016-07-26,2024-10-28,4.007,0.0775,1.2184,58.8786,5.2254
PUL26,SUB_SOBERANO,2016-07-26,2025-01-27,3.9435,0.0775,1.1408,54.9351,5.0842
PUL26,SUB_SOBERANO,2016-07-26,2025-04-28,3.85,0.0775,1.0644,51.0851,4.9144
PUL26,SUB_SOBERANO,2016-07-26,2025-07-28,3.85,0.0775,0.9898,47.2351,4.8398
PUL26,SUB_SOBERANO,2016-07-26,2025-10-27,3.85,0.0775,0.9152,43.3851,4.7652
PUL26,SUB_SOBERANO,2016-07-26,2026-01-26,3.85,0.0775,0.8406,39.5351,4.6906
PUL26,SUB_SOBERANO,2016-07-26,2026-04-27,3.85,0.0775,0.766,35.6851,4.616
PUL26,SUB_SOBERANO,2016-07-26,2026-07-27,3.85,0.0775,0.6914,31.8351,4.5414
PUL26,SUB_SOBERANO,2016-07-26,2026-10-26,3.85,0.0775,0.6168,27.9851,4.4668
PUL26,SUB_SOBERANO,2016-07-26,2027-01-26,3.85,0.0775,0.5422,24.1351,4.3922
PUL26,SUB_SOBERANO,2016-07-26,2027-04-26,3.85,0.0775,0.4676,20.2851,4.3176
PUL26,SUB_SOBERANO,2016-07-26,2027-07-26,3.85,0.0775,0.393,16.4351,4.243
PUL26,SUB_SOBERANO,2016-07-26,2027-10-26,3.85,0.0775,0.3184,12.5851,4.1684
PUL26,SUB_SOBERANO,2016-07-26,2028-01-26,3.5,0.0775,0.2438,9.0851,3.7438
PUL26,SUB_SOBERANO,2016-07-26,2028-04-26,2.85,0.0775,0.176,6.2351,3.026
PUL26,SUB_SOBERANO,2016-07-26,2028-07-26,2.85,0.0775,0.1208,3.3851,2.9708
PUL26,SUB_SOBERANO,2016-07-26,2028-10-26,2.85,0.0775,0.0656,0.5351,2.9156
PUL26,SUB_SOBERANO,2016-07-26,2029-01-26,0.3475,0.0775,0.0104,0.1876,0.3579
PUL26,SUB_SOBERANO,2016-07-26,2029-04-26,0.1876,0.0775,0.0036,,0.1913
PUL26,SUB_SOBERANO,2016-07-26,2029-07-26,,0.0775,,,
RND25,SUB_SOBERANO,2017-12-07,2018-06-07,,0.0775,3.875,100,3.875
RND25,SUB_SOBERANO,2017-12-07,2018-12-07,,0.0775,3.875,100,3.875
RND25,SUB_SOBERANO,2017-12-07,2019-06-07,,0.0775,3.875,100,3.875
RND25,SUB_SOBERANO,2017-12-07,2019-12-09,,0.0775,3.875,100,3.875
RND25,SUB_SOBERANO,2017-12-07,2020-12-23,,,,100,
RND25,SUB_SOBERANO,2017-12-07,2021-09-10,,0.0275,1.9631944444444445,100,1.963194
RND25,SUB_SOBERANO,2017-12-07,2022-03-10,,0.04875,2.4375,100,2.4375
RND25,SUB_SOBERANO,2017-12-07,2022-09-12,,0.04875,2.4375,100,2.4375
RND25,SUB_SOBERANO,2017-12-07,2023-03-10,,0.06625,3.3125,100,3.3125
RND25,SUB_SOBERANO,2017-12-07,2023-09-11,,0.06625,3.3125,100,3.3125
RND25,SUB_SOBERANO,2017-12-07,2024-03-11,11.111111,0.06875,3.4375000000000004,88.888889,14.548611
RND25,SUB_SOBERANO,2017-12-07,2024-09-10,11.111111,0.06875,3.0555555593750006,77.777778,14.166667
RND25,SUB_SOBERANO,2017-12-07,2025-03-10,11.111111,0.06875,2.6736111187500002,66.666667,13.784722
RND25,SUB_SOBERANO,2017-12-07,2025-09-10,11.111111,0.06875,2.291666678125,55.555555999999996,13.402778
RND25,SUB_SOBERANO,2017-12-07,2026-03-10,11.111111,0.06875,1.9097222375,44.444445,13.020833
RND25,SUB_SOBERANO,2017-12-07,2026-09-10,11.111111,0.06875,1.5277777968750001,33.333334,12.638889
RND25,SUB_SOBERANO,2017-12-07,2027-03-10,11.111111,0.06875,1.14583335625,22.222223,12.256944
RND25,SUB_SOBERANO,2017-12-07,2027-09-10,11.111111,0.06875,0.763888915625,11.111111999999999,11.875
RND25,SUB_SOBERANO,2017-12-07,2028-03-10,11.111111999999999,0.06875,0.381944475,,11.493056
SA24D,SUB_SOBERANO,2016-08-25,2017-01-09,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2017-07-07,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2018-01-08,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2018-07-10,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2019-01-07,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2019-07-10,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2020-01-07,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2020-07-07,,0.09125,4.5625,100,4.5625
SA24D,SUB_SOBERANO,2016-08-25,2021-02-24,,,,100,
SA24D,SUB_SOBERANO,2016-08-25,2021-06-01,,0.04,1.0778,100,1.0778
SA24D,SUB_SOBERANO,2016-08-25,2021-12-01,,0.05,2.5,100,2.5
SA24D,SUB_SOBERANO,2016-08-25,2022-06-01,,0.05,2.5,100,2.5
SA24D,SUB_SOBERANO,2016-08-25,2022-12-01,,0.085,4.25,100,4.25
SA24D,SUB_SOBERANO,2016-08-25,2023-06-01,5,0.085,4.25,95,9.25
SA24D,SUB_SOBERANO,2016-08-25,2023-12-01,5,0.085,4.0375,90,9.0375
SA24D,SUB_SOBERANO,2016-08-25,2024-06-03,7.5,0.085,3.825,82.5,11.325
SA24D,SUB_SOBERANO,2016-08-25,2024-12-02,7.5,0.085,3.5063,75,11.0063
SA24D,SUB_SOBERANO,2016-08-25,2025-06-02,12.5,0.085,3.1875,62.5,15.6875
SA24D,SUB_SOBERANO,2016-08-25,2025-12-01,12.5,0.085,2.6563,50,15.1563
SA24D,SUB_SOBERANO,2016-08-25,2026-06-01,12.5,0.085,2.125,37.5,14.625
SA24D,SUB_SOBERANO,2016-08-25,2026-12-01,12.5,0.085,1.5938,25,14.0938
SA24D,SUB_SOBERANO,2016-08-25,2027-06-01,12.5,0.085,1.0625,12.5,13.5625
SA24D,SUB_SOBERANO,2016-08-25,2027-12-01,12.5,0.085,0.5313,,13.0313
SF27D,SUB_SOBERANO,2016-11-01,2017-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2017-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2018-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2018-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2019-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2019-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2020-05-04,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2020-11-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2021-05-03,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2021-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2022-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2022-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2023-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2023-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2024-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2024-11-01,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2025-05-02,,0.069,3.45,100,3.45
SF27D,SUB_SOBERANO,2016-11-01,2025-11-03,33.33,0.069,3.45,66.67,36.78
SF27D,SUB_SOBERANO,2016-11-01,2026-05-04,,0.069,2.3,66.67,2.3
SF27D,SUB_SOBERANO,2016-11-01,2026-11-02,33.33,0.069,2.3,33.34,35.63
SF27D,SUB_SOBERANO,2016-11-01,2027-05-03,,0.069,1.15,33.34,1.15
SF27D,SUB_SOBERANO,2016-11-01,2027-11-01,33.34,0.069,1.562,,34.902
SFD34,SUB_SOBERANO,2025-12-11,2026-06-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2026-12-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2027-06-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2027-12-13,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2028-06-12,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2028-12-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2029-06-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2029-12-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2030-06-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2030-12-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2031-06-11,,0.081,4.05,100,4.05
SFD34,SUB_SOBERANO,2025-12-11,2031-12-11,25,0.081,4.05,75,29.05
SFD34,SUB_SOBERANO,2025-12-11,2032-06-11,,0.081,3.0375,75,3.0375
SFD34,SUB_SOBERANO,2025-12-11,2032-12-13,25,0.081,3.0375,50,28.0375
SFD34,SUB_SOBERANO,2025-12-11,2033-06-13,,0.081,2.025,50,2.025
SFD34,SUB_SOBERANO,2025-12-11,2033-12-12,25,0.081,2.025,25,27.025
SFD34,SUB_SOBERANO,2025-12-11,2034-06-12,,0.081,1.0125,25,1.0125
SFD34,SUB_SOBERANO,2025-12-11,2034-12-11,25,0.081,1.0125,,26.0125
TFU27,SUB_SOBERANO,2017-04-17,2017-07-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2017-10-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2018-01-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2018-04-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2018-07-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2018-10-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2019-01-17,,0.0895,2.2375,100,2.2375
TFU27,SUB_SOBERANO,2017-04-17,2019-04-17,2.5,0.0895,2.2375,97.5,4.7375
TFU27,SUB_SOBERANO,2017-04-17,2019-07-17,2.5,0.0895,2.1815624999999996,95,4.681562
TFU27,SUB_SOBERANO,2017-04-17,2019-10-17,2.5,0.0895,2.125625,92.5,4.625625
TFU27,SUB_SOBERANO,2017-04-17,2020-01-17,2.5,0.0895,2.0696875,90,4.569688
TFU27,SUB_SOBERANO,2017-04-17,2020-04-17,2.5,0.0895,2.01375,87.5,4.51375
TFU27,SUB_SOBERANO,2017-04-17,2020-07-17,2.5,0.0895,1.9578124999999997,85,4.457812
TFU27,SUB_SOBERANO,2017-04-17,2020-10-19,2.5,0.0895,1.9018749999999998,82.5,4.401875
TFU27,SUB_SOBERANO,2017-04-17,2021-01-18,2.5,0.0895,1.8459374999999996,80,4.345938
TFU27,SUB_SOBERANO,2017-04-17,2021-04-19,2.5,0.0895,1.79,77.5,4.29
TFU27,SUB_SOBERANO,2017-04-17,2021-07-19,2.5,0.0895,1.7340624999999998,75,4.234062
TFU27,SUB_SOBERANO,2017-04-17,2021-10-18,2.5,0.0895,1.6781249999999996,72.5,4.178125
TFU27,SUB_SOBERANO,2017-04-17,2022-01-17,2.5,0.0895,1.6221875000000001,70,4.122188
TFU27,SUB_SOBERANO,2017-04-17,2022-04-18,3,0.0895,1.56625,67,4.56625
TFU27,SUB_SOBERANO,2017-04-17,2022-07-18,3,0.0895,1.499125,64,4.499125
TFU27,SUB_SOBERANO,2017-04-17,2022-10-17,3,0.0895,1.432,61,4.432
TFU27,SUB_SOBERANO,2017-04-17,2023-01-17,3,0.0895,1.3648749999999998,57.999999999999993,4.364875
TFU27,SUB_SOBERANO,2017-04-17,2023-04-17,3,0.0895,1.2977499999999997,55.000000000000007,4.29775
TFU27,SUB_SOBERANO,2017-04-17,2023-07-17,3,0.0895,1.230625,52,4.230625
TFU27,SUB_SOBERANO,2017-04-17,2023-10-17,3,0.0895,1.1635,49,4.1635
TFU27,SUB_SOBERANO,2017-04-17,2024-01-22,,0.0895,1.1451027777777778,49,1.145103
TFU27,SUB_SOBERANO,2017-04-17,2024-04-22,,0.0895,1.0963749999999999,49,1.096375
TFU27,SUB_SOBERANO,2017-04-17,2024-07-22,,0.0895,1.0963749999999999,49,1.096375
TFU27,SUB_SOBERANO,2017-04-17,2024-10-21,,0.0895,1.0963749999999999,49,1.096375
TFU27,SUB_SOBERANO,2017-04-17,2025-01-21,,0.0895,1.0963749999999999,49,1.096375
TFU27,SUB_SOBERANO,2017-04-17,2025-04-21,1.96,0.0895,1.0963749999999999,47.04,3.056375
TFU27,SUB_SOBERANO,2017-04-17,2025-07-21,1.96,0.0895,1.05252,45.08,3.01252
TFU27,SUB_SOBERANO,2017-04-17,2025-10-21,1.96,0.0895,1.008665,43.120000000000005,2.968665
TFU27,SUB_SOBERANO,2017-04-17,2026-01-21,1.96,0.0895,0.96481,41.160000000000004,2.92481
TFU27,SUB_SOBERANO,2017-04-17,2026-04-21,2.45,0.0895,0.92095500000000008,38.71,3.370955
TFU27,SUB_SOBERANO,2017-04-17,2026-07-21,2.45,0.0895,0.86613625,36.26,3.316136
TFU27,SUB_SOBERANO,2017-04-17,2026-10-21,2.45,0.0895,0.8113174999999998,33.81,3.261318
TFU27,SUB_SOBERANO,2017-04-17,2027-01-21,2.45,0.0895,0.75649875,31.36,3.206499
TFU27,SUB_SOBERANO,2017-04-17,2027-04-21,2.45,0.0895,0.70168,28.910000000000004,3.15168
TFU27,SUB_SOBERANO,2017-04-17,2027-07-21,2.45,0.0895,0.64686125,26.46,3.096861
TFU27,SUB_SOBERANO,2017-04-17,2027-10-21,2.45,0.0895,0.5920425,24.01,3.042042
TFU27,SUB_SOBERANO,2017-04-17,2028-01-21,2.45,0.0895,0.53722375,21.560000000000002,2.987224
TFU27,SUB_SOBERANO,2017-04-17,2028-04-21,2.6950000000000003,0.0895,0.482405,18.865000000000002,3.177405
TFU27,SUB_SOBERANO,2017-04-17,2028-07-21,2.6950000000000003,0.0895,0.42210437500000003,16.17,3.117104
TFU27,SUB_SOBERANO,2017-04-17,2028-10-23,2.6950000000000003,0.0895,0.36180375,13.475000000000001,3.056804
TFU27,SUB_SOBERANO,2017-04-17,2029-01-22,2.6950000000000003,0.0895,0.301503125,10.780000000000001,2.996503
TFU27,SUB_SOBERANO,2017-04-17,2029-04-23,2.6950000000000003,0.0895,0.2412025,8.085,2.936203
TFU27,SUB_SOBERANO,2017-04-17,2029-07-23,2.6950000000000003,0.0895,0.180901875,5.3900000000000006,2.875902
TFU27,SUB_SOBERANO,2017-04-17,2029-10-22,2.6950000000000003,0.0895,0.12060125,2.6950000000000003,2.815601
TFU27,SUB_SOBERANO,2017-04-17,2030-01-21,2.6950000000000003,0.0895,0.060300625,,2.755301
